model,family,combination,saved_filename,params,valid_pr_auc,valid_roc_auc,valid_precision,valid_recall,valid_f1,valid_accuracy,train_pr_auc,train_roc_auc,train_precision,train_recall,train_f1,train_accuracy,pr_auc_gap,roc_auc_gap,precision_gap,recall_gap,f1_gap,valid_false_positives,valid_false_negatives,train_false_positives,train_false_negatives,training_time_seconds,training_time_minutes,best_cv_pr_auc,overfitting_gap,Precision (Fraud),Recall (Fraud),F1-Score,False Positives,False Negatives
XGBoost (Combo 158),XGBoost,158,XGBoost_colsample_bytree=1.0_learning_rate=0.2_max_depth=6_n_estimators=100_subsample=1.0.joblib,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.2, 'model__max_depth': 6, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.791778,0.964323,0.883234,0.780423,0.828652,0.999463,0.999543,0.999999,1.0,0.994709,0.997347,0.999991,0.207765,0.035676,0.116766,0.214286,0.168696,39,83,0,2,4.2088,0.0701,0.791778,0.207765,0.883234,0.780423,0.828652,39,83
KNN (Combo 15),KNN,15,KNN_n_neighbors=11_p=2_weights=uniform.joblib,"{'model__n_neighbors': 11, 'model__p': 2, 'model__weights': 'uniform'}",0.789691,0.925693,0.873846,0.751323,0.807966,0.999405,0.900207,0.999817,0.90625,0.767196,0.830946,0.99948,0.110516,0.074124,0.032404,0.015873,0.02298,41,94,30,88,68.4209,1.1403,0.789691,0.110516,0.873846,0.751323,0.807966,41,94
KNN (Combo 3),KNN,3,KNN_n_neighbors=3_p=2_weights=uniform.joblib,"{'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'uniform'}",0.789681,0.917895,0.930599,0.780423,0.848921,0.999537,0.963119,0.999958,0.963077,0.828042,0.890469,0.999661,0.173438,0.082063,0.032478,0.047619,0.041549,22,83,12,65,62.4502,1.0408,0.789681,0.173438,0.930599,0.780423,0.848921,22,83
XGBoost (Combo 102),XGBoost,102,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=4_n_estimators=300_subsample=1.0.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.789628,0.936931,0.891975,0.76455,0.823362,0.999454,1.0,1.0,1.0,1.0,1.0,1.0,0.210372,0.063069,0.108025,0.23545,0.176638,35,89,0,0,7.6729,0.1279,0.789628,0.210372,0.891975,0.76455,0.823362,35,89
XGBoost (Combo 39),XGBoost,39,XGBoost_colsample_bytree=0.7_learning_rate=0.2_max_depth=3_n_estimators=200_subsample=0.8.joblib,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.2, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.788755,0.947103,0.885542,0.777778,0.828169,0.999463,0.995583,0.999963,1.0,0.973545,0.986595,0.999956,0.206828,0.05286,0.114458,0.195767,0.158426,38,84,0,10,6.3238,0.1054,0.788755,0.206828,0.885542,0.777778,0.828169,38,84
XGBoost (Combo 104),XGBoost,104,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=6_n_estimators=100_subsample=1.0.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 6, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.788065,0.948131,0.864706,0.777778,0.818942,0.999427,0.996034,0.99773,1.0,0.992063,0.996016,0.999987,0.207969,0.049599,0.135294,0.214286,0.177074,46,84,0,3,4.2456,0.0708,0.788065,0.207969,0.864706,0.777778,0.818942,46,84
XGBoost (Combo 146),XGBoost,146,XGBoost_colsample_bytree=1.0_learning_rate=0.2_max_depth=3_n_estimators=100_subsample=1.0.joblib,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.2, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.787626,0.949205,0.887879,0.775132,0.827684,0.999463,0.92797,0.985674,0.981595,0.846561,0.909091,0.999718,0.140344,0.036468,0.093716,0.071429,0.081407,37,85,6,58,3.1778,0.053,0.787626,0.140344,0.887879,0.775132,0.827684,37,85
KNN (Combo 1),KNN,1,KNN_n_neighbors=3_p=1_weights=uniform.joblib,"{'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'uniform'}",0.787434,0.915254,0.927445,0.777778,0.846043,0.999529,0.961941,0.999958,0.96904,0.828042,0.89301,0.99967,0.174507,0.084704,0.041595,0.050265,0.046967,23,84,10,65,221.5746,3.6929,0.787434,0.174507,0.927445,0.777778,0.846043,23,84
XGBoost (Combo 100),XGBoost,100,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=4_n_estimators=200_subsample=1.0.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.784297,0.934416,0.885802,0.759259,0.817664,0.999436,1.0,1.0,1.0,0.997354,0.998675,0.999996,0.215703,0.065584,0.114198,0.238095,0.181012,37,91,0,1,5.7733,0.0962,0.784297,0.215703,0.885802,0.759259,0.817664,37,91
XGBoost (Combo 156),XGBoost,156,XGBoost_colsample_bytree=1.0_learning_rate=0.2_max_depth=4_n_estimators=300_subsample=1.0.joblib,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.776954,0.948723,0.873494,0.767196,0.816901,0.999427,1.0,1.0,1.0,1.0,1.0,1.0,0.223046,0.051277,0.126506,0.232804,0.183099,42,88,0,0,8.0359,0.1339,0.776954,0.223046,0.873494,0.767196,0.816901,42,88
XGBoost (Combo 154),XGBoost,154,XGBoost_colsample_bytree=1.0_learning_rate=0.2_max_depth=4_n_estimators=200_subsample=1.0.joblib,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.77318,0.948782,0.867868,0.76455,0.81294,0.999414,0.999993,1.0,0.997354,0.997354,0.997354,0.999991,0.226813,0.051218,0.129487,0.232804,0.184415,44,89,1,1,5.6621,0.0944,0.77318,0.226813,0.867868,0.76455,0.81294,44,89
XGBoost (Combo 98),XGBoost,98,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=4_n_estimators=100_subsample=1.0.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.772427,0.930467,0.863905,0.772487,0.815642,0.999418,0.988146,0.993266,0.994318,0.925926,0.958904,0.999868,0.215719,0.062799,0.130413,0.153439,0.143262,46,86,2,28,3.6163,0.0603,0.772427,0.215719,0.863905,0.772487,0.815642,46,86
XGBoost (Combo 37),XGBoost,37,XGBoost_colsample_bytree=0.7_learning_rate=0.2_max_depth=3_n_estimators=100_subsample=0.8.joblib,"{'model__colsample_bytree': 0.7, 'model__learning_rate': 0.2, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.768765,0.940057,0.876506,0.769841,0.819718,0.999436,0.96289,0.992887,0.98503,0.87037,0.924157,0.999762,0.194125,0.05283,0.108524,0.100529,0.104439,41,87,5,49,3.9508,0.0658,0.768765,0.194125,0.876506,0.769841,0.819718,41,87
XGBoost (Combo 152),XGBoost,152,XGBoost_colsample_bytree=1.0_learning_rate=0.2_max_depth=4_n_estimators=100_subsample=1.0.joblib,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.764669,0.944801,0.864865,0.761905,0.810127,0.999405,0.988746,0.997227,0.99162,0.939153,0.964674,0.999885,0.224077,0.052426,0.126755,0.177249,0.154547,45,90,3,23,3.548,0.0591,0.764669,0.224077,0.864865,0.761905,0.810127,45,90
XGBoost (Combo 95),XGBoost,95,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=3_n_estimators=300_subsample=0.8.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.75783,0.930242,0.833819,0.756614,0.793343,0.999344,1.0,1.0,1.0,0.997354,0.998675,0.999996,0.24217,0.069758,0.166181,0.240741,0.205333,57,92,0,1,9.1972,0.1533,0.75783,0.24217,0.833819,0.756614,0.793343,57,92
XGBoost (Combo 93),XGBoost,93,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=3_n_estimators=200_subsample=0.8.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.751005,0.924892,0.82906,0.769841,0.798354,0.999352,0.991355,0.999527,0.997207,0.944444,0.970109,0.999903,0.240349,0.074635,0.168147,0.174603,0.171755,60,87,1,21,6.5464,0.1091,0.751005,0.240349,0.82906,0.769841,0.798354,60,87
RandomForest (Combo 2),RandomForest,2,RandomForest_max_depth=6_min_samples_split=2_n_estimators=200.joblib,"{'model__max_depth': 6, 'model__min_samples_split': 2, 'model__n_estimators': 200}",0.747803,0.979212,0.42556,0.854497,0.568162,0.997837,0.845768,0.998126,0.42093,0.957672,0.584814,0.997735,0.097965,0.018914,-0.00463,0.103175,0.016652,436,55,498,16,49.6617,0.8277,0.747803,0.097965,0.42556,0.854497,0.568162,436,55
RandomForest (Combo 4),RandomForest,4,RandomForest_max_depth=6_min_samples_split=5_n_estimators=200.joblib,"{'model__max_depth': 6, 'model__min_samples_split': 5, 'model__n_estimators': 200}",0.745249,0.978891,0.429708,0.857143,0.572438,0.997868,0.842353,0.997979,0.41542,0.955026,0.57899,0.997687,0.097104,0.019088,-0.014288,0.097884,0.006551,430,54,508,17,49.8056,0.8301,0.745249,0.097104,0.429708,0.857143,0.572438,430,54
MLP (Combo 4),MLP,4,"MLP_epochs=15_hidden_sizes=(128, 64)_lr=0.0001.joblib","{'model__epochs': 15, 'model__hidden_sizes': (128, 64), 'model__lr': 0.0001}",0.743826,0.984016,0.081075,0.910053,0.148886,0.982672,0.766674,0.996317,0.087029,0.960317,0.159596,0.983157,0.022848,0.012301,0.005955,0.050265,0.01071,3899,34,3808,15,144.9599,2.416,0.743826,0.022848,0.081075,0.910053,0.148886,3899,34
RandomForest (Combo 1),RandomForest,1,RandomForest_max_depth=6_min_samples_split=2_n_estimators=100.joblib,"{'model__max_depth': 6, 'model__min_samples_split': 2, 'model__n_estimators': 100}",0.74219,0.980051,0.427249,0.854497,0.569665,0.99785,0.829631,0.998144,0.42142,0.957672,0.585287,0.99774,0.08744,0.018093,-0.005828,0.103175,0.015622,433,55,497,16,24.8754,0.4146,0.74219,0.08744,0.427249,0.854497,0.569665,433,55
LogisticRegression (Combo 8),LogisticRegression,8,LogisticRegression_C=10.0_solver=liblinear.joblib,"{'model__C': 10.0, 'model__solver': 'liblinear'}",0.738915,0.980459,0.059673,0.917989,0.112062,0.975773,0.742834,0.989753,0.061522,0.925926,0.115378,0.976355,0.00392,0.009293,0.001849,0.007937,0.003316,5468,31,5339,28,9.14,0.1523,0.738915,0.00392,0.059673,0.917989,0.112062,5468,31
LogisticRegression (Combo 5),LogisticRegression,5,LogisticRegression_C=1.0_solver=lbfgs.joblib,"{'model__C': 1.0, 'model__solver': 'lbfgs'}",0.738076,0.980541,0.059694,0.917989,0.112098,0.975782,0.741119,0.98972,0.061566,0.925926,0.115454,0.976372,0.003044,0.009179,0.001872,0.007937,0.003356,5466,31,5335,28,3.0498,0.0508,0.738076,0.003044,0.059694,0.917989,0.112098,5466,31
LogisticRegression (Combo 7),LogisticRegression,7,LogisticRegression_C=10.0_solver=lbfgs.joblib,"{'model__C': 10.0, 'model__solver': 'lbfgs'}",0.738029,0.980559,0.059632,0.917989,0.11199,0.975756,0.742526,0.989742,0.061468,0.925926,0.115283,0.976333,0.004497,0.009183,0.001836,0.007937,0.003294,5472,31,5344,28,3.1607,0.0527,0.738029,0.004497,0.059632,0.917989,0.11199,5472,31
MLP (Combo 3),MLP,3,"MLP_epochs=15_hidden_sizes=(128, 64)_lr=0.001.joblib","{'model__epochs': 15, 'model__hidden_sizes': (128, 64), 'model__lr': 0.001}",0.737735,0.974163,0.133333,0.883598,0.231703,0.990241,0.78551,0.99952,0.108652,1.0,0.196007,0.986338,0.047775,0.025357,-0.024681,0.116402,-0.035696,2171,44,3101,0,150.8675,2.5145,0.737735,0.047775,0.133333,0.883598,0.231703,2171,44
LogisticRegression (Combo 6),LogisticRegression,6,LogisticRegression_C=1.0_solver=liblinear.joblib,"{'model__C': 1.0, 'model__solver': 'liblinear'}",0.737411,0.980488,0.059797,0.917989,0.11228,0.975826,0.742516,0.989745,0.061501,0.925926,0.11534,0.976346,0.005105,0.009257,0.001704,0.007937,0.003061,5456,31,5341,28,8.8723,0.1479,0.737411,0.005105,0.059797,0.917989,0.11228,5456,31
RandomForest (Combo 3),RandomForest,3,RandomForest_max_depth=6_min_samples_split=5_n_estimators=100.joblib,"{'model__max_depth': 6, 'model__min_samples_split': 5, 'model__n_estimators': 100}",0.736876,0.979737,0.426121,0.854497,0.568662,0.997841,0.829661,0.998126,0.423888,0.957672,0.587662,0.997762,0.092785,0.018389,-0.002234,0.103175,0.019,435,55,492,16,25.2351,0.4206,0.736876,0.092785,0.426121,0.854497,0.568662,435,55
LogisticRegression (Combo 2),LogisticRegression,2,LogisticRegression_C=0.01_solver=liblinear.joblib,"{'model__C': 0.01, 'model__solver': 'liblinear'}",0.736865,0.981198,0.060826,0.907407,0.11401,0.976513,0.74349,0.989391,0.062422,0.920635,0.116916,0.976839,0.006624,0.008193,0.001595,0.013228,0.002906,5296,35,5227,30,5.6341,0.0939,0.736865,0.006624,0.060826,0.907407,0.11401,5296,35
XGBoost (Combo 91),XGBoost,91,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=3_n_estimators=100_subsample=0.8.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.736669,0.908147,0.828986,0.756614,0.791148,0.999335,0.922718,0.982862,0.969605,0.843915,0.902405,0.999696,0.186049,0.074715,0.140619,0.087302,0.111257,59,92,10,59,3.9562,0.0659,0.736669,0.186049,0.828986,0.756614,0.791148,59,92
LogisticRegression (Combo 4),LogisticRegression,4,LogisticRegression_C=0.1_solver=liblinear.joblib,"{'model__C': 0.1, 'model__solver': 'liblinear'}",0.73552,0.980593,0.059955,0.915344,0.112539,0.975958,0.741085,0.989689,0.061544,0.925926,0.115416,0.976364,0.005565,0.009096,0.001589,0.010582,0.002878,5425,32,5337,28,7.5795,0.1263,0.73552,0.005565,0.059955,0.915344,0.112539,5425,32
LogisticRegression (Combo 3),LogisticRegression,3,LogisticRegression_C=0.1_solver=lbfgs.joblib,"{'model__C': 0.1, 'model__solver': 'lbfgs'}",0.734922,0.980544,0.060107,0.917989,0.112827,0.975958,0.741364,0.989696,0.061465,0.92328,0.115258,0.976394,0.006442,0.009152,0.001358,0.005291,0.00243,5426,31,5329,29,3.1342,0.0522,0.734922,0.006442,0.060107,0.917989,0.112827,5426,31
MLP (Combo 2),MLP,2,"MLP_epochs=15_hidden_sizes=(64, 32)_lr=0.0001.joblib","{'model__epochs': 15, 'model__hidden_sizes': (64, 32), 'model__lr': 0.0001}",0.734496,0.980882,0.080161,0.896825,0.147167,0.98269,0.752446,0.992929,0.082885,0.936508,0.152291,0.982637,0.01795,0.012047,0.002724,0.039683,0.005123,3890,39,3917,24,147.7136,2.4619,0.734496,0.01795,0.080161,0.896825,0.147167,3890,39
LogisticRegression (Combo 1),LogisticRegression,1,LogisticRegression_C=0.01_solver=lbfgs.joblib,"{'model__C': 0.01, 'model__solver': 'lbfgs'}",0.734421,0.980774,0.061054,0.907407,0.11441,0.976606,0.740924,0.989417,0.062087,0.920635,0.11633,0.976707,0.006503,0.008643,0.001034,0.013228,0.00192,5275,35,5257,30,2.5706,0.0428,0.734421,0.006503,0.061054,0.907407,0.11441,5275,35
MLP (Combo 1),MLP,1,"MLP_epochs=15_hidden_sizes=(64, 32)_lr=0.001.joblib","{'model__epochs': 15, 'model__hidden_sizes': (64, 32), 'model__lr': 0.001}",0.730743,0.971803,0.09243,0.891534,0.167495,0.985241,0.808859,0.999563,0.136678,0.994709,0.240332,0.989528,0.078115,0.02776,0.044248,0.103175,0.072837,3309,41,2375,2,138.0524,2.3009,0.730743,0.078115,0.09243,0.891534,0.167495,3309,41
XGBoost (Combo 107),XGBoost,107,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=6_n_estimators=300_subsample=0.8.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 6, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.724691,0.907681,0.801136,0.746032,0.772603,0.999269,1.0,1.0,1.0,1.0,1.0,1.0,0.275309,0.092319,0.198864,0.253968,0.227397,70,96,0,0,12.7287,0.2121,0.724691,0.275309,0.801136,0.746032,0.772603,70,96
XGBoost (Combo 96),XGBoost,96,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=3_n_estimators=300_subsample=1.0.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 3, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.719979,0.911797,0.79235,0.767196,0.77957,0.999277,0.998029,0.999987,1.0,0.997354,0.998675,0.999996,0.27805,0.08819,0.20765,0.230159,0.219106,76,88,0,1,6.8801,0.1147,0.719979,0.27805,0.79235,0.767196,0.77957,76,88
DecisionTree (Combo 12),DecisionTree,12,DecisionTree_max_depth=12_min_samples_leaf=10.joblib,"{'model__max_depth': 12, 'model__min_samples_leaf': 10}",0.715965,0.890939,0.220238,0.783069,0.343786,0.995022,0.854491,0.999755,0.386899,1.0,0.557934,0.997361,0.138526,0.108815,0.166661,0.216931,0.214147,1048,82,599,0,8.9845,0.1497,0.715965,0.138526,0.220238,0.783069,0.343786,1048,82
XGBoost (Combo 105),XGBoost,105,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=6_n_estimators=200_subsample=0.8.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 6, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.710321,0.900806,0.79096,0.740741,0.765027,0.999242,1.0,1.0,1.0,1.0,1.0,1.0,0.289679,0.099194,0.20904,0.259259,0.234973,74,98,0,0,9.0493,0.1508,0.710321,0.289679,0.79096,0.740741,0.765027,74,98
XGBoost (Combo 94),XGBoost,94,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=3_n_estimators=200_subsample=1.0.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.700995,0.906622,0.785124,0.753968,0.769231,0.999247,0.991108,0.997329,1.0,0.933862,0.9658,0.99989,0.290113,0.090707,0.214876,0.179894,0.19657,78,93,0,25,5.1182,0.0853,0.700995,0.290113,0.785124,0.753968,0.769231,78,93
XGBoost (Combo 101),XGBoost,101,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=4_n_estimators=300_subsample=0.8.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.672994,0.911289,0.741514,0.751323,0.746386,0.99915,1.0,1.0,1.0,1.0,1.0,1.0,0.327006,0.088711,0.258486,0.248677,0.253614,99,94,0,0,12.3298,0.2055,0.672994,0.327006,0.741514,0.751323,0.746386,99,94
XGBoost (Combo 103),XGBoost,103,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=6_n_estimators=100_subsample=0.8.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 6, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.672665,0.877199,0.767507,0.724868,0.745578,0.999176,0.99435,0.999968,0.986702,0.981481,0.984085,0.999947,0.321686,0.122769,0.219195,0.256614,0.238507,83,104,5,7,5.2998,0.0883,0.672665,0.321686,0.767507,0.724868,0.745578,83,104
DecisionTree (Combo 11),DecisionTree,11,DecisionTree_max_depth=12_min_samples_leaf=5.joblib,"{'model__max_depth': 12, 'model__min_samples_leaf': 5}",0.661211,0.894892,0.226515,0.791005,0.352179,0.995154,0.748171,0.999653,0.386108,1.0,0.557111,0.997352,0.086959,0.104761,0.159593,0.208995,0.204932,1021,79,601,0,8.8499,0.1475,0.661211,0.086959,0.226515,0.791005,0.352179,1021,79
XGBoost (Combo 92),XGBoost,92,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=3_n_estimators=100_subsample=1.0.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.655309,0.883449,0.77686,0.746032,0.761134,0.99922,0.919812,0.984773,0.972644,0.846561,0.905233,0.999705,0.264503,0.101324,0.195785,0.100529,0.1441,81,96,9,58,3.177,0.0529,0.655309,0.264503,0.77686,0.746032,0.761134,81,96
XGBoost (Combo 99),XGBoost,99,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=4_n_estimators=200_subsample=0.8.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.655072,0.904993,0.73822,0.746032,0.742105,0.999136,0.999848,1.0,1.0,0.997354,0.998675,0.999996,0.344777,0.095007,0.26178,0.251323,0.25657,100,96,0,1,8.4154,0.1403,0.655072,0.344777,0.73822,0.746032,0.742105,100,96
XGBoost (Combo 97),XGBoost,97,XGBoost_colsample_bytree=0.8_learning_rate=0.2_max_depth=4_n_estimators=100_subsample=0.8.joblib,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.620376,0.889677,0.739247,0.727513,0.733333,0.999119,0.988512,0.997125,0.997151,0.925926,0.960219,0.999872,0.368136,0.107448,0.257904,0.198413,0.226886,97,103,1,28,4.7591,0.0793,0.620376,0.368136,0.739247,0.727513,0.733333,97,103
DecisionTree (Combo 9),DecisionTree,9,DecisionTree_max_depth=8_min_samples_leaf=10.joblib,"{'model__max_depth': 8, 'model__min_samples_leaf': 10}",0.619009,0.909097,0.108879,0.81746,0.192164,0.988554,0.574332,0.99907,0.161638,0.992063,0.277984,0.991418,-0.044677,0.089973,0.052758,0.174603,0.08582,2529,69,1945,3,8.8427,0.1474,0.619009,-0.044677,0.108879,0.81746,0.192164,2529,69
DecisionTree (Combo 8),DecisionTree,8,DecisionTree_max_depth=8_min_samples_leaf=5.joblib,"{'model__max_depth': 8, 'model__min_samples_leaf': 5}",0.582853,0.90764,0.109492,0.814815,0.193043,0.988655,0.575958,0.999084,0.163043,0.992063,0.28006,0.991506,-0.006895,0.091444,0.053552,0.177249,0.087017,2505,70,1925,3,8.8233,0.1471,0.582853,-0.006895,0.109492,0.814815,0.193043,2505,70
XGBoost (Combo 161),XGBoost,161,XGBoost_colsample_bytree=1.0_learning_rate=0.2_max_depth=6_n_estimators=300_subsample=0.8.joblib,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.2, 'model__max_depth': 6, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.570831,0.764944,0.854331,0.574074,0.686709,0.999128,1.0,1.0,1.0,0.997354,0.998675,0.999996,0.429169,0.235056,0.145669,0.42328,0.311967,37,161,0,1,13.4316,0.2239,0.570831,0.429169,0.854331,0.574074,0.686709,37,161
XGBoost (Combo 159),XGBoost,159,XGBoost_colsample_bytree=1.0_learning_rate=0.2_max_depth=6_n_estimators=200_subsample=0.8.joblib,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.2, 'model__max_depth': 6, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.550618,0.749301,0.825581,0.563492,0.669811,0.999075,0.995176,0.999872,1.0,0.994709,0.997347,0.999991,0.444558,0.250571,0.174419,0.431217,0.327536,45,165,0,2,9.3427,0.1557,0.550618,0.444558,0.825581,0.563492,0.669811,45,165
DecisionTree (Combo 10),DecisionTree,10,DecisionTree_max_depth=12_min_samples_leaf=2.joblib,"{'model__max_depth': 12, 'model__min_samples_leaf': 2}",0.542069,0.89479,0.233411,0.791005,0.360458,0.995326,0.735104,0.999647,0.402985,1.0,0.574468,0.997533,0.193035,0.104857,0.169574,0.208995,0.21401,982,79,560,0,9.0232,0.1504,0.542069,0.193035,0.233411,0.791005,0.360458,982,79
XGBoost (Combo 157),XGBoost,157,XGBoost_colsample_bytree=1.0_learning_rate=0.2_max_depth=6_n_estimators=100_subsample=0.8.joblib,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.2, 'model__max_depth': 6, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.520651,0.733751,0.790698,0.539683,0.641509,0.998996,0.994718,0.994774,1.0,0.989418,0.994681,0.999982,0.474067,0.261022,0.209302,0.449735,0.353171,54,174,0,4,5.3596,0.0893,0.520651,0.474067,0.790698,0.539683,0.641509,54,174
DecisionTree (Combo 7),DecisionTree,7,DecisionTree_max_depth=8_min_samples_leaf=2.joblib,"{'model__max_depth': 8, 'model__min_samples_leaf': 2}",0.513041,0.907569,0.109882,0.814815,0.19365,0.988699,0.583517,0.999103,0.16397,0.992063,0.281426,0.991563,0.070476,0.091534,0.054088,0.177249,0.087776,2495,70,1912,3,8.6766,0.1446,0.513041,0.070476,0.109882,0.814815,0.19365,2495,70
XGBoost (Combo 151),XGBoost,151,XGBoost_colsample_bytree=1.0_learning_rate=0.2_max_depth=4_n_estimators=100_subsample=0.8.joblib,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.504109,0.776446,0.678063,0.62963,0.652949,0.998885,0.977565,0.993138,0.991429,0.917989,0.953297,0.99985,0.473456,0.216692,0.313366,0.28836,0.300347,113,140,3,31,5.3057,0.0884,0.504109,0.473456,0.678063,0.62963,0.652949,113,140
XGBoost (Combo 155),XGBoost,155,XGBoost_colsample_bytree=1.0_learning_rate=0.2_max_depth=4_n_estimators=300_subsample=0.8.joblib,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.495724,0.803211,0.714697,0.656085,0.684138,0.998991,0.997166,0.999809,1.0,0.994709,0.997347,0.999991,0.501443,0.196598,0.285303,0.338624,0.31321,99,130,0,2,14.3088,0.2385,0.495724,0.501443,0.714697,0.656085,0.684138,99,130
XGBoost (Combo 153),XGBoost,153,XGBoost_colsample_bytree=1.0_learning_rate=0.2_max_depth=4_n_estimators=200_subsample=0.8.joblib,"{'model__colsample_bytree': 1.0, 'model__learning_rate': 0.2, 'model__max_depth': 4, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.475182,0.801972,0.694915,0.650794,0.672131,0.998943,0.994726,0.996493,1.0,0.994709,0.997347,0.999991,0.519544,0.194521,0.305085,0.343915,0.325216,108,132,0,2,9.7,0.1617,0.475182,0.519544,0.694915,0.650794,0.672131,108,132
DecisionTree (Combo 6),DecisionTree,6,DecisionTree_max_depth=6_min_samples_leaf=10.joblib,"{'model__max_depth': 6, 'model__min_samples_leaf': 10}",0.469206,0.889126,0.066695,0.830688,0.123476,0.98036,0.524135,0.996246,0.076446,0.978836,0.141817,0.980271,0.054929,0.10712,0.009751,0.148148,0.018341,4394,64,4470,8,7.7566,0.1293,0.469206,0.054929,0.066695,0.830688,0.123476,4394,64
